日期,地点名称,经度,纬度,区域,类型,时间段,情绪值
2024-12-01,淄博公园,117.977602,36.785251,其他,公园,深夜,5.44
2024-12-01,中铝党校,118.047129,36.756803,其他,学校,傍晚,7.27
2024-12-01,平价商城,117.981678,37.049655,其他,商场,傍晚,6.38
2024-12-01,平价商城,117.981678,37.049655,其他,商场,凌晨,3.69
2024-12-01,齐盛健身工作室,117.999041,36.844338,其他,体育场馆,傍晚,6.48
2024-12-01,齐盛健身工作室,117.999041,36.844338,其他,体育场馆,深夜,6.34
2024-12-01,牛记庵古村落,117.808905,36.579246,其他,旅游景点,晚上,3.99
2024-12-01,牛记庵古村落,117.808905,36.579246,其他,旅游景点,凌晨,5.64
2024-12-01,江南濠景生态美食园,118.009609,36.805242,其他,餐饮,上午,6.11
2024-12-01,万通商城,118.050558,36.803583,其他,商场,傍晚,6.43
2024-12-01,万通商城,118.050558,36.803583,其他,商场,凌晨,5.74
2024-12-01,莲池法治文化公园,118.03423,36.823497,其他,公园,中午,5.34
2024-12-01,酷玩猩球(吾悦广场店),117.866325,36.822625,其他,体育场馆,上午,5.78
2024-12-01,泉龙大酒店,117.977532,36.651991,其他,餐饮,凌晨,5.72
2024-12-01,泉龙大酒店,117.977532,36.651991,其他,餐饮,中午,5.99
2024-12-01,山铝体育馆,118.044187,36.755264,其他,体育场馆,中午,6.54
2024-12-01,胜炼公园,118.259219,36.771678,其他,公园,中午,4.47
2024-12-01,金梦园(新村西路店),118.027431,36.803256,其他,餐饮,深夜,4.13
2024-12-01,博山陶瓷琉璃艺术博物馆,117.859607,36.499158,其他,文化场馆,凌晨,5.41
2024-12-01,悦动乒乓球,118.026732,36.808963,其他,体育场馆,傍晚,7.57
2024-12-01,悦动乒乓球,118.026732,36.808963,其他,体育场馆,深夜,4.41
2024-12-01,淄博清真寺,118.046329,36.787624,其他,旅游景点,中午,7.05
2024-12-01,淄博清真寺,118.046329,36.787624,其他,旅游景点,凌晨,5.28
2024-12-01,矾沟肉油饼,117.863953,36.476117,其他,餐饮,晚上,5.55
2024-12-01,矾沟肉油饼,117.863953,36.476117,其他,餐饮,凌晨,3.48
2024-12-01,山东省博山电力技工学校,117.85858,36.478547,其他,学校,下午,5.34
2024-12-01,思迈健身会所(山东新星集团新星商厦店),118.023065,36.781464,其他,体育场馆,深夜,3.21
2024-12-01,思迈健身会所(山东新星集团新星商厦店),118.023065,36.781464,其他,体育场馆,傍晚,6.13
2024-12-01,银座商城(人民店),117.860457,36.504428,其他,商场,中午,6.78
2024-12-01,银座商城(人民店),117.860457,36.504428,其他,商场,下午,5.46
2024-12-01,TOP-1私教健身(东岳店),118.076828,36.948274,其他,体育场馆,傍晚,6.66
2024-12-01,TOP-1私教健身(东岳店),118.076828,36.948274,其他,体育场馆,凌晨,5.3
2024-12-02,金属狗26小时共享健身,118.035745,36.831279,其他,体育场馆,傍晚,4.74
2024-12-02,中国课本博物馆,118.107847,36.831431,其他,文化场馆,深夜,4.66
2024-12-02,中国课本博物馆,118.107847,36.831431,其他,文化场馆,傍晚,7.72
2024-12-02,乐华滋披萨(振兴路店),118.163299,36.186017,其他,餐饮,晚上,6.43
2024-12-02,乐华滋披萨(振兴路店),118.163299,36.186017,其他,餐饮,上午,6.53
2024-12-02,淄博市中心医院门诊部,118.053567,36.806576,其他,医院,上午,4.44
2024-12-02,淄博市中心医院门诊部,118.053567,36.806576,其他,医院,傍晚,4.86
2024-12-02,潘南印巷,118.080566,36.80708,其他,餐饮,晚上,5.0
2024-12-02,潘南印巷,118.080566,36.80708,其他,餐饮,下午,7.15
2024-12-02,淄博丽人医院,118.047595,36.820418,其他,医院,下午,6.82
2024-12-02,淄博丽人医院,118.047595,36.820418,其他,医院,晚上,3.52
2024-12-02,金周商城,117.854245,36.797938,其他,商场,上午,5.59
2024-12-02,紫羅山观音寺,117.950841,36.422362,其他,旅游景点,下午,6.55
2024-12-02,建国私教健身会所(齐悦商业街店),117.987907,36.809122,其他,体育场馆,凌晨,4.19
2024-12-02,建国私教健身会所(齐悦商业街店),117.987907,36.809122,其他,体育场馆,深夜,2.71
2024-12-02,良家健身(沂源店),118.18579,36.193686,其他,体育场馆,下午,7.09
2024-12-02,沂河源水景公园,118.154262,36.190032,其他,公园,晚上,4.18
2024-12-02,高青双语学校,117.860078,37.158281,其他,学校,中午,6.61
2024-12-02,高青双语学校,117.860078,37.158281,其他,学校,晚上,6.1
2024-12-02,太公老刘烧烤(三星怡水名城店),118.322683,36.829206,其他,餐饮,深夜,3.41
2024-12-02,喜乐佳,118.100012,36.958738,其他,商场,晚上,5.89
2024-12-02,喜乐佳,118.100012,36.958738,其他,商场,中午,6.86
2024-12-02,岁月烧烤,117.867159,36.816672,其他,餐饮,凌晨,4.47
2024-12-02,岁月烧烤,117.867159,36.816672,其他,餐饮,傍晚,4.87
2024-12-02,忠勤祠,117.940969,36.950379,其他,旅游景点,中午,5.69
2024-12-02,桓台百货大楼,118.105923,36.958434,其他,商场,凌晨,2.33
2024-12-02,市民广场,118.017803,36.804819,其他,公园,中午,6.83
2024-12-02,市民广场,118.017803,36.804819,其他,公园,晚上,5.77
2024-12-02,茂业百货(时代店),118.296056,36.817538,其他,商场,深夜,5.92
2024-12-02,海棠居(农广大厦店),118.01476,36.829155,其他,餐饮,上午,6.39
2024-12-02,海棠居(农广大厦店),118.01476,36.829155,其他,餐饮,凌晨,3.3
2024-12-02,TULIPS MAPLE(齐园绿城店),118.288425,36.809494,其他,商场,傍晚,5.85
2024-12-02,淄博市植物园,118.029484,36.792359,其他,公园,中午,3.49
2024-12-02,方和茂,118.300029,36.81432,其他,商场,上午,7.36
2024-12-02,方和茂,118.300029,36.81432,其他,商场,傍晚,5.32
2024-12-02,老屋记忆·土耳其烤肉饭,118.046187,36.75416,其他,餐饮,下午,4.67
2024-12-02,泽升游泳馆,117.96147,36.670221,其他,体育场馆,中午,5.21
2024-12-02,淄川仁和医院,117.764695,36.652712,其他,医院,下午,6.21
2024-12-02,虾时代(沂源店),118.156895,36.185217,其他,餐饮,深夜,5.78
2024-12-02,虾时代(沂源店),118.156895,36.185217,其他,餐饮,上午,4.99
2024-12-02,金太阳商场,118.166734,36.185648,其他,商场,下午,6.71
2024-12-02,金太阳商场,118.166734,36.185648,其他,商场,深夜,6.43
2024-12-02,李家疃明清建筑群,117.699341,36.661727,其他,旅游景点,深夜,5.66
2024-12-02,李家疃明清建筑群,117.699341,36.661727,其他,旅游景点,上午,4.26
2024-12-02,桓台县实验中学,118.103854,36.964247,其他,学校,中午,5.49
2024-12-02,奎三广场,117.937206,36.563022,其他,公园,傍晚,4.83
2024-12-02,奎三广场,117.937206,36.563022,其他,公园,晚上,6.6
2024-12-02,花山公园,118.11949,36.824708,其他,旅游景点,凌晨,3.75
2024-12-02,经开区可奕羽毛球馆,118.089133,36.757848,其他,体育场馆,中午,5.04
2024-12-02,经开区可奕羽毛球馆,118.089133,36.757848,其他,体育场馆,傍晚,5.18
2024-12-02,桃花峪庙,117.959766,36.571647,其他,旅游景点,上午,5.09
2024-12-02,桃花峪庙,117.959766,36.571647,其他,旅游景点,晚上,4.95
2024-12-02,铁锅砖家·正宗东北铁锅炖(名士豪庭店),118.053772,36.85251,其他,餐饮,上午,7.18
2024-12-02,铁锅砖家·正宗东北铁锅炖(名士豪庭店),118.053772,36.85251,其他,餐饮,下午,7.46
2024-12-02,周村人民广场-四德主题公园,117.858127,36.799089,其他,公园,傍晚,6.3
2024-12-02,周村人民广场-四德主题公园,117.858127,36.799089,其他,公园,上午,6.75
2024-12-02,山东新华制药股份有限公司职工培训中心技工学校,118.063076,36.794698,其他,学校,深夜,5.31
2024-12-02,山东新华制药股份有限公司职工培训中心技工学校,118.063076,36.794698,其他,学校,晚上,5.87
2024-12-02,湿地公园,117.896909,36.71004,其他,公园,傍晚,5.47
2024-12-02,湿地公园,117.896909,36.71004,其他,公园,中午,4.96
2024-12-02,老车家烧烤,117.971224,36.628883,其他,餐饮,上午,5.35
2024-12-02,老车家烧烤,117.971224,36.628883,其他,餐饮,凌晨,4.68
2024-12-02,博山区夏家庄卫生院,117.870937,36.513583,其他,医院,上午,7.81
2024-12-02,银座中心店2期,118.049828,36.804971,其他,商场,傍晚,6.04
2024-12-02,康美达健身(工职院店),118.085163,36.892869,其他,体育场馆,凌晨,5.1
2024-12-02,康美达健身(工职院店),118.085163,36.892869,其他,体育场馆,晚上,4.86
2024-12-02,进无止境台球俱乐部,117.99665,36.7996,其他,体育场馆,下午,4.96
2024-12-02,新东方羽绒服饰广场,117.958291,36.646783,其他,商场,下午,6.44
2024-12-02,世博高新医院营养中心,118.105384,36.829265,其他,医院,下午,7.03
2024-12-02,世博高新医院营养中心,118.105384,36.829265,其他,医院,凌晨,3.65
2024-12-02,桓台后金眼科医院,117.922909,37.052407,其他,医院,晚上,5.75
2024-12-02,桓台后金眼科医院,117.922909,37.052407,其他,医院,中午,4.94
2024-12-02,汇达台球俱乐部,118.006687,36.816106,其他,体育场馆,下午,6.69
2024-12-02,汇达台球俱乐部,118.006687,36.816106,其他,体育场馆,上午,6.59
2024-12-02,青云大酒店(中共淄川区洪山镇委员会东),118.002062,36.623339,其他,餐饮,上午,5.13
2024-12-02,青云大酒店(中共淄川区洪山镇委员会东),118.002062,36.623339,其他,餐饮,傍晚,5.46
2024-12-02,新艺苑精品地下城,118.302367,36.812951,其他,商场,下午,8.09
2024-12-02,淄博世茂广场,117.98579,36.820734,其他,商场,中午,4.73
2024-12-02,淄博世茂广场,117.98579,36.820734,其他,商场,上午,7.6
2024-12-02,大昌文化羽毛球俱乐部,118.022468,36.850107,其他,体育场馆,晚上,4.08
2024-12-02,淄博黉门中学,118.035602,36.806253,其他,学校,晚上,4.16
2024-12-02,淄博黉门中学,118.035602,36.806253,其他,学校,下午,6.64
2024-12-02,0533乔氏台球会所,118.052345,36.805821,其他,体育场馆,下午,3.95
2024-12-02,淄博四季青医院,118.041428,36.828633,其他,医院,中午,6.36
2024-12-02,遄台老店骏阳凉皮,118.318082,36.817242,其他,餐饮,中午,4.35
2024-12-02,东海鲜味园,117.849453,36.805836,其他,餐饮,深夜,4.9
2024-12-02,东海鲜味园,117.849453,36.805836,其他,餐饮,晚上,4.9
2024-12-02,淄博市中心医院住院一部,117.975604,36.809321,其他,医院,上午,7.22
2024-12-02,芦湖公园,117.845442,37.171066,其他,公园,傍晚,5.17
2024-12-02,芦湖公园,117.845442,37.171066,其他,公园,深夜,2.68
2024-12-02,沂源县人民医院悦庄分院,118.265979,36.206135,其他,医院,下午,5.84
2024-12-02,邱氏瓜子干果老店(城里大街店),117.964129,36.646437,其他,餐饮,深夜,5.97
2024-12-02,邱氏瓜子干果老店(城里大街店),117.964129,36.646437,其他,餐饮,中午,5.84
2024-12-02,卫固医院,118.144778,36.867143,其他,医院,晚上,6.22
2024-12-02,重庆石锅鱼,118.001048,36.803795,其他,餐饮,上午,7.58
2024-12-02,重庆石锅鱼,118.001048,36.803795,其他,餐饮,深夜,4.12
2024-12-02,XIK酷点台球俱乐部,118.104709,36.958861,其他,体育场馆,傍晚,5.44
2024-12-02,XIK酷点台球俱乐部,118.104709,36.958861,其他,体育场馆,晚上,6.09
2024-12-02,淄博高新区第三小学,118.032424,36.868789,其他,学校,上午,5.95
2024-12-02,般阳中学,117.915619,36.656604,其他,学校,傍晚,6.29
2024-12-02,般阳中学,117.915619,36.656604,其他,学校,深夜,3.71
2024-12-02,淄川区土峪村天主教堂,118.040593,36.579527,其他,旅游景点,中午,7.21
2024-12-02,淄川区土峪村天主教堂,118.040593,36.579527,其他,旅游景点,深夜,3.12
2024-12-02,皇后餐厅,118.036899,36.850457,其他,餐饮,深夜,6.67
2024-12-02,贵都商城,118.164154,36.186187,其他,商场,傍晚,6.33
2024-12-02,贵都商城,118.164154,36.186187,其他,商场,上午,6.24
2024-12-02,联启羽毛球馆,117.867129,36.776279,其他,体育场馆,上午,5.16
2024-12-02,联启羽毛球馆,117.867129,36.776279,其他,体育场馆,中午,4.4
2024-12-03,八大局博物馆,118.063569,36.809082,其他,文化场馆,晚上,5.84
2024-12-03,淄博市中心医院西院区培训部,117.97317,36.809077,其他,医院,晚上,4.71
2024-12-03,淄川明圣医院,117.948865,36.666524,其他,医院,深夜,2.25
2024-12-03,姜太公祠,118.320602,36.809275,其他,旅游景点,凌晨,5.57
2024-12-03,姜太公祠,118.320602,36.809275,其他,旅游景点,上午,3.77
2024-12-03,黑铁山风景区,118.164113,36.842767,其他,旅游景点,晚上,4.86
2024-12-03,黑铁山风景区,118.164113,36.842767,其他,旅游景点,上午,6.67
2024-12-03,斐塔咖啡(齐都国际商务大厦A座北),118.315255,36.824468,其他,餐饮,深夜,3.08
2024-12-03,家饭拌饭烤肉,118.04537,36.822497,其他,餐饮,下午,6.7
2024-12-03,家饭拌饭烤肉,118.04537,36.822497,其他,餐饮,傍晚,5.34
2024-12-03,桓台县中医院门诊部,118.098523,36.967718,其他,医院,下午,6.76
2024-12-03,桓台县中医院门诊部,118.098523,36.967718,其他,医院,凌晨,5.67
2024-12-03,原山国家森林公园,117.836257,36.480938,其他,旅游景点,中午,7.38
2024-12-03,炒米山风景区黉园,118.143709,36.763249,其他,旅游景点,凌晨,4.6
2024-12-03,炒米山风景区黉园,118.143709,36.763249,其他,旅游景点,晚上,5.54
2024-12-03,南营公园,118.068447,36.845105,其他,公园,深夜,3.99
2024-12-03,南营公园,118.068447,36.845105,其他,公园,傍晚,5.94
2024-12-03,荣德医院,118.102162,36.848838,其他,医院,晚上,3.12
2024-12-03,康平乒乓球俱乐部,118.281593,36.805622,其他,体育场馆,傍晚,6.07
2024-12-03,鲁山国家森林公园,118.048565,36.309523,其他,旅游景点,中午,6.64
2024-12-03,星巴克(淄博印象汇店),118.053299,36.822489,其他,餐饮,傍晚,5.98
2024-12-03,潘南小学,118.059069,36.815301,其他,学校,上午,4.39
2024-12-03,潘南小学,118.059069,36.815301,其他,学校,中午,5.22
2024-12-03,淄博国际会展中心,117.996092,36.790779,其他,文化场馆,傍晚,4.24
2024-12-03,淄博国际会展中心,117.996092,36.790779,其他,文化场馆,凌晨,3.37
2024-12-03,淄博四季青医院,118.041428,36.828633,其他,医院,傍晚,6.54
2024-12-03,淄博职业技术大学,117.932027,36.83381,其他,学校,凌晨,4.92
2024-12-03,淄博职业技术大学,117.932027,36.83381,其他,学校,下午,5.16
2024-12-03,桓台商厦,118.105225,36.959466,其他,商场,傍晚,4.54
2024-12-03,凤凰山广场,117.832022,36.741644,其他,公园,上午,4.78
2024-12-03,淄博市张店区铝城第一中学,118.040937,36.748754,其他,学校,中午,4.54
2024-12-03,淄博市张店区铝城第一中学,118.040937,36.748754,其他,学校,晚上,5.09
2024-12-03,金山镇文体公园,118.244215,36.735747,其他,公园,凌晨,4.39
2024-12-03,金山镇文体公园,118.244215,36.735747,其他,公园,上午,5.0
2024-12-03,博山人民公园,117.855,36.496169,其他,公园,凌晨,3.16
2024-12-03,博山人民公园,117.855,36.496169,其他,公园,傍晚,3.64
2024-12-03,齐林公园,118.062031,36.860615,其他,公园,下午,6.83
2024-12-03,齐林公园,118.062031,36.860615,其他,公园,傍晚,6.96
2024-12-03,金凯悦正阳路店,117.867168,36.817928,其他,餐饮,上午,7.1
2024-12-03,动力100游泳健身会所(银泰城店),118.036422,36.848499,其他,体育场馆,中午,6.22
2024-12-03,公社炒鸡老菜馆(八大局店),118.075206,36.808527,其他,餐饮,深夜,3.41
2024-12-03,公社炒鸡老菜馆(八大局店),118.075206,36.808527,其他,餐饮,下午,6.41
2024-12-03,老博山私房菜,118.070058,36.799784,其他,餐饮,傍晚,5.07
2024-12-03,老博山私房菜,118.070058,36.799784,其他,餐饮,中午,4.77
2024-12-03,临淄中国古车博物馆,118.387478,36.83655,其他,文化场馆,中午,6.47
2024-12-03,董家灵泉公园,117.98105,36.694829,其他,公园,上午,5.31
2024-12-03,球小牛24h自助台球,117.965372,36.650305,其他,体育场馆,凌晨,4.42
2024-12-03,文姜公园,117.895912,36.402253,其他,公园,晚上,2.87
2024-12-03,山东工业职业学院,118.081232,36.88653,其他,学校,上午,6.21
2024-12-03,山东工业职业学院,118.081232,36.88653,其他,学校,中午,6.91
2024-12-03,淄川区西河中心卫生院,117.942726,36.502452,其他,医院,晚上,6.15
2024-12-03,淄川区西河中心卫生院,117.942726,36.502452,其他,医院,深夜,4.39
2024-12-03,老何牛肉面,118.186653,36.768356,其他,餐饮,傍晚,5.68
2024-12-03,老何牛肉面,118.186653,36.768356,其他,餐饮,凌晨,2.47
2024-12-03,万杰朝阳学校,117.852329,36.544411,其他,学校,上午,6.32
2024-12-03,沂源牛郎织女景区,118.260858,36.109421,其他,旅游景点,下午,6.17
2024-12-03,沂源牛郎织女景区,118.260858,36.109421,其他,旅游景点,深夜,3.23
2024-12-03,周村区市南路小学,117.854538,36.788305,其他,学校,凌晨,5.16
2024-12-03,周村区人民医院,117.869467,36.820009,其他,医院,凌晨,5.01
2024-12-03,猪龙河生态公园,118.04949,36.804743,其他,公园,中午,4.26
2024-12-03,猪龙河生态公园,118.04949,36.804743,其他,公园,傍晚,4.74
2024-12-03,枫山禅院,118.210212,36.455976,其他,旅游景点,上午,5.51
2024-12-03,枫山禅院,118.210212,36.455976,其他,旅游景点,晚上,5.14
2024-12-03,胖仔凉皮米线馆,118.064941,36.806895,其他,餐饮,下午,6.0
2024-12-03,胖仔凉皮米线馆,118.064941,36.806895,其他,餐饮,凌晨,1.87
2024-12-03,旷野之息露营地,118.060419,36.903402,其他,体育场馆,上午,6.34
2024-12-03,龙泉寺,117.897724,36.524553,其他,旅游景点,凌晨,4.92
2024-12-03,龙泉寺,117.897724,36.524553,其他,旅游景点,深夜,5.24
2024-12-03,淄博口腔医院,118.026673,36.803344,其他,医院,下午,6.97
2024-12-03,淄博口腔医院,118.026673,36.803344,其他,医院,上午,5.24
2024-12-03,北大医疗鲁中医院康平分院,118.282262,36.806845,其他,医院,上午,6.78
2024-12-03,黑里寨中心卫生院,117.668376,37.108143,其他,医院,凌晨,4.94
2024-12-03,黑里寨中心卫生院,117.668376,37.108143,其他,医院,中午,5.56
2024-12-03,淄博师范高等专科学校,117.89617,36.661055,其他,学校,傍晚,4.5
2024-12-03,淄博师范高等专科学校,117.89617,36.661055,其他,学校,晚上,3.22
2024-12-03,圣佛山,118.362109,36.190447,其他,旅游景点,中午,4.7
2024-12-03,圣佛山,118.362109,36.190447,其他,旅游景点,上午,7.72
2024-12-03,泰东生活广场,118.330347,36.816999,其他,商场,凌晨,4.35
2024-12-03,泰东生活广场,118.330347,36.816999,其他,商场,下午,6.85
2024-12-03,特信商城,117.860326,36.496483,其他,商场,下午,4.81
2024-12-03,特信商城,117.860326,36.496483,其他,商场,上午,4.6
2024-12-03,淄博市美达菲双语高级中学,117.966026,36.815861,其他,学校,晚上,6.12
2024-12-03,淄博市美达菲双语高级中学,117.966026,36.815861,其他,学校,中午,6.38
2024-12-03,活力城,117.868293,36.799214,其他,商场,深夜,5.01
2024-12-03,活力城,117.868293,36.799214,其他,商场,晚上,3.13
2024-12-03,淄川实验中学松龄东路,117.974332,36.647764,其他,学校,下午,5.26
2024-12-03,沂源县普安禅寺,118.126756,36.195465,其他,旅游景点,凌晨,3.62
2024-12-03,沂源县普安禅寺,118.126756,36.195465,其他,旅游景点,晚上,6.47
2024-12-03,陈庄.唐口西周遗址博物馆,117.802213,37.07272,其他,文化场馆,中午,6.26
2024-12-03,淄博市黉山风景名胜旅游区,118.033871,36.659632,其他,旅游景点,下午,5.85
2024-12-03,淄博市黉山风景名胜旅游区,118.033871,36.659632,其他,旅游景点,深夜,4.38
2024-12-03,文昌湖公园,117.870499,36.711934,其他,公园,下午,4.96
2024-12-03,文昌湖公园,117.870499,36.711934,其他,公园,中午,5.52
2024-12-03,喜力私教健身(华润店),118.060887,36.803298,其他,体育场馆,晚上,5.98
2024-12-03,喜力私教健身(华润店),118.060887,36.803298,其他,体育场馆,深夜,4.67
2024-12-03,体育中心篮球馆,117.984709,36.815222,其他,体育场馆,凌晨,3.32
2024-12-03,体育中心篮球馆,117.984709,36.815222,其他,体育场馆,晚上,5.16
2024-12-03,山东理工大学信息楼,118.004206,36.80863,其他,文化场馆,傍晚,7.28
2024-12-03,沂源县第二人民医院,118.360611,36.019273,其他,医院,晚上,2.6
2024-12-03,沂源县第二人民医院,118.360611,36.019273,其他,医院,上午,6.92
2024-12-03,中共高青县委党校,117.849188,37.155973,其他,文化场馆,凌晨,5.12
2024-12-03,中共高青县委党校,117.849188,37.155973,其他,文化场馆,晚上,5.52
2024-12-03,广利来(步行街店),117.852554,36.80653,其他,餐饮,傍晚,6.55
2024-12-03,广利来(步行街店),117.852554,36.80653,其他,餐饮,深夜,6.29
2024-12-03,桓台县陈庄中学,117.916557,37.008159,其他,学校,中午,4.28
2024-12-03,桓台县陈庄中学,117.916557,37.008159,其他,学校,下午,5.71
2024-12-03,淄博世茂广场,117.98579,36.820734,其他,商场,深夜,5.34
2024-12-03,淄博世茂广场,117.98579,36.820734,其他,商场,晚上,4.09
2024-12-03,桓台县唐山镇邢家卫生院,118.063625,37.005697,其他,医院,上午,4.23
2024-12-03,桓台县唐山镇邢家卫生院,118.063625,37.005697,其他,医院,中午,7.78
2024-12-03,岁月烧烤,117.867159,36.816672,其他,餐饮,深夜,3.28
2024-12-03,时代名都社区卫生服务站预防接种门诊,118.043376,36.839099,其他,医院,晚上,3.15
2024-12-03,张店区中医院,118.049972,36.800925,其他,医院,上午,4.33
2024-12-03,锤子女子健身,117.991131,36.847568,其他,体育场馆,上午,5.82
