日期,地点名称,经度,纬度,区域,类型,时间段,情绪值
2024-02-01,SM广场,117.962256,36.643708,其他,商场,傍晚,6.63
2024-02-01,SM广场,117.962256,36.643708,其他,商场,凌晨,2.5
2024-02-01,五阳山景区,117.911597,36.428971,其他,旅游景点,上午,5.72
2024-02-01,阿光正传重庆地摊火锅(博山店),117.865354,36.501459,其他,餐饮,上午,6.96
2024-02-01,喜乐佳,118.100012,36.958738,其他,商场,中午,6.27
2024-02-01,喜乐佳,118.100012,36.958738,其他,商场,傍晚,5.63
2024-02-01,淄博市体育场游泳馆,117.983437,36.813185,其他,体育场馆,中午,5.61
2024-02-01,淄博市体育场游泳馆,117.983437,36.813185,其他,体育场馆,傍晚,4.21
2024-02-01,临淄区金岭卫生院,118.191787,36.798419,其他,医院,晚上,4.19
2024-02-01,亿客家购物广场,118.180858,36.200662,其他,商场,深夜,3.72
2024-02-01,亿客家购物广场,118.180858,36.200662,其他,商场,下午,6.65
2024-02-01,淄川区城南卫生院,117.954695,36.623403,其他,医院,下午,5.04
2024-02-01,盛和商场,117.662941,37.107877,其他,商场,上午,6.76
2024-02-01,鑫动·路人王篮球公园,118.062437,36.839218,其他,体育场馆,深夜,4.69
2024-02-01,鑫动·路人王篮球公园,118.062437,36.839218,其他,体育场馆,傍晚,4.54
2024-02-01,淄博市综合训练基地,117.832393,36.743439,其他,文化场馆,中午,7.1
2024-02-01,淄博市综合训练基地,117.832393,36.743439,其他,文化场馆,深夜,4.15
2024-02-01,南定镇崔军纪念堂,118.049097,36.739534,其他,旅游景点,下午,6.19
2024-02-01,南定镇崔军纪念堂,118.049097,36.739534,其他,旅游景点,傍晚,6.26
2024-02-01,六六六茶楼(淄博新世界商业街店),118.041544,36.807183,其他,餐饮,中午,5.3
2024-02-01,九顶莲花山弥陀寺,118.377441,36.004485,其他,旅游景点,上午,4.6
2024-02-01,九顶莲花山弥陀寺,118.377441,36.004485,其他,旅游景点,傍晚,5.47
2024-02-01,遄台小学,118.321962,36.814051,其他,学校,中午,6.59
2024-02-01,淄博国际会展中心,117.996092,36.790779,其他,文化场馆,中午,5.78
2024-02-01,淄博国际会展中心,117.996092,36.790779,其他,文化场馆,凌晨,2.68
2024-02-01,淄博中心广场,118.038484,36.803235,其他,公园,中午,6.09
2024-02-01,淄博中心广场,118.038484,36.803235,其他,公园,凌晨,5.26
2024-02-01,淄博商厦周村家电广场,117.857922,36.807819,其他,商场,下午,5.61
2024-02-01,淄博中学,118.120439,36.831177,其他,学校,傍晚,5.9
2024-02-01,淄博中学,118.120439,36.831177,其他,学校,上午,6.46
2024-02-01,九级村新时代文化广场,118.021111,36.817354,其他,公园,晚上,5.86
2024-02-01,齐故城排水道口,118.343869,36.890737,其他,旅游景点,凌晨,3.78
2024-02-01,寨里中心卫生院,118.044576,36.64904,其他,医院,上午,5.73
2024-02-01,寨里中心卫生院,118.044576,36.64904,其他,医院,凌晨,4.81
2024-02-01,祥瑞园小学,118.010582,36.824284,其他,学校,凌晨,4.09
2024-02-01,张店区房镇镇卫生院,118.000737,36.846624,其他,医院,下午,4.24
2024-02-01,淄博市中西医结合医院,118.058868,36.79356,其他,医院,晚上,4.63
2024-02-01,闯山东铁锅炖(天隆购物广场店),117.860416,36.503609,其他,餐饮,深夜,4.77
2024-02-01,蒲松龄书馆,117.738211,36.677812,其他,旅游景点,傍晚,6.86
2024-02-01,蒲松龄书馆,117.738211,36.677812,其他,旅游景点,深夜,3.08
2024-02-01,方正帝王商场,118.299215,36.813297,其他,商场,傍晚,4.56
2024-02-01,方正帝王商场,118.299215,36.813297,其他,商场,晚上,4.85
2024-02-01,银座商城(沂源店),118.155451,36.186046,其他,商场,晚上,3.65
2024-02-01,银座商城(沂源店),118.155451,36.186046,其他,商场,傍晚,6.42
2024-02-01,留仙湖公园,117.957398,36.6373,其他,公园,晚上,4.85
2024-02-01,留仙湖公园,117.957398,36.6373,其他,公园,中午,6.73
2024-02-01,花山公园,118.11949,36.824708,其他,旅游景点,下午,4.85
2024-02-01,花山公园,118.11949,36.824708,其他,旅游景点,中午,4.72
2024-02-01,淄博市黉山风景名胜旅游区,118.033871,36.659632,其他,旅游景点,凌晨,4.26
2024-02-01,露露韩国风味餐厅,117.858807,36.80243,其他,餐饮,下午,7.4
2024-02-01,露露韩国风味餐厅,117.858807,36.80243,其他,餐饮,中午,6.35
2024-02-01,五阳湖生态旅游度假区,117.88886,36.395126,其他,旅游景点,傍晚,7.82
2024-02-01,马莲台风景区,118.347879,36.774682,其他,旅游景点,上午,8.44
2024-02-01,汇源绿色广场,118.149404,36.200553,其他,公园,中午,5.01
2024-02-01,汇源绿色广场,118.149404,36.200553,其他,公园,下午,6.6
2024-02-01,东泰商厦(大顺路店),118.295805,36.816877,其他,商场,深夜,4.37
2024-02-01,东泰商厦(大顺路店),118.295805,36.816877,其他,商场,凌晨,3.8
2024-02-01,淄博市中心医院南病房楼,118.052622,36.807439,其他,医院,下午,4.88
2024-02-01,银座商城(高青店),117.840226,37.164654,其他,商场,深夜,4.74
2024-02-02,莲池利群购物广场,118.036154,36.831436,其他,商场,上午,6.32
2024-02-02,7+健身·普拉提工作室,117.993385,36.822541,其他,体育场馆,凌晨,4.2
2024-02-02,7+健身·普拉提工作室,117.993385,36.822541,其他,体育场馆,上午,5.71
2024-02-02,乡韵金典餐饮(西台店),118.149075,36.191675,其他,餐饮,晚上,4.59
2024-02-02,颜山商城,117.862649,36.496325,其他,商场,深夜,4.98
2024-02-02,悦味坊酒店,118.0079,36.832232,其他,餐饮,凌晨,3.55
2024-02-02,悦味坊酒店,118.0079,36.832232,其他,餐饮,中午,6.74
2024-02-02,山东工业职业学院(南区),118.081115,36.883895,其他,学校,下午,5.61
2024-02-02,山东工业职业学院(南区),118.081115,36.883895,其他,学校,深夜,4.69
2024-02-02,程程团购,117.77299,36.640175,其他,商场,晚上,4.12
2024-02-02,程程团购,117.77299,36.640175,其他,商场,上午,7.47
2024-02-02,华齐私教健身中心(华侨店),117.992958,36.819546,其他,体育场馆,凌晨,4.49
2024-02-02,618战备电台旧址,118.001624,36.229969,其他,旅游景点,凌晨,3.46
2024-02-02,乔氏桌球(晏婴路店),118.311476,36.819986,其他,体育场馆,下午,3.97
2024-02-02,淄博一四八医院门诊部,117.8529,36.793864,其他,医院,凌晨,3.8
2024-02-02,淄博一四八医院门诊部,117.8529,36.793864,其他,医院,上午,6.93
2024-02-02,北山饭店,118.354064,36.796083,其他,餐饮,深夜,4.61
2024-02-02,北山饭店,118.354064,36.796083,其他,餐饮,中午,4.53
2024-02-02,知味鲜海鲜家常菜,118.024842,36.842491,其他,餐饮,晚上,5.05
2024-02-02,山铝西山社区卫生服务站,118.037141,36.752962,其他,医院,傍晚,5.13
2024-02-02,典雅服装商场,117.988939,36.74058,其他,商场,傍晚,4.21
2024-02-02,典雅服装商场,117.988939,36.74058,其他,商场,凌晨,3.99
2024-02-02,杨光会重庆鲜货火锅,117.847591,36.502307,其他,餐饮,上午,4.63
2024-02-02,杨光会重庆鲜货火锅,117.847591,36.502307,其他,餐饮,深夜,4.41
2024-02-02,淄博职业技术大学东校区,117.93429,36.83009,其他,文化场馆,凌晨,4.09
2024-02-02,张店区房镇镇卫生院,118.000737,36.846624,其他,医院,深夜,4.81
2024-02-02,张店区房镇镇卫生院,118.000737,36.846624,其他,医院,晚上,5.57
2024-02-02,银座购物广场(博山店),117.860767,36.494224,其他,商场,晚上,5.74
2024-02-02,圣禾馄炖,118.297034,36.820673,其他,餐饮,下午,6.26
2024-02-02,喜乐佳,118.100012,36.958738,其他,商场,晚上,4.97
2024-02-02,福润斯游泳健身会所,118.05429,36.805671,其他,体育场馆,深夜,5.33
2024-02-02,奥都商城,117.919161,36.660307,其他,商场,中午,4.01
2024-02-02,奥都商城,117.919161,36.660307,其他,商场,上午,4.89
2024-02-02,太公老刘烧烤(三星怡水名城店),118.322683,36.829206,其他,餐饮,上午,6.09
2024-02-02,太公老刘烧烤(三星怡水名城店),118.322683,36.829206,其他,餐饮,凌晨,3.72
2024-02-02,淄博饭店,118.060022,36.805832,其他,餐饮,凌晨,4.46
2024-02-02,泸溪河桃酥(淄博吾悦广场店),118.025209,36.78382,其他,餐饮,上午,5.66
2024-02-02,张店区中医院肛肠楼,118.052541,36.800414,其他,医院,中午,5.69
2024-02-02,张店区中医院肛肠楼,118.052541,36.800414,其他,医院,深夜,5.99
2024-02-02,大理寺过桥米线麻辣烫(银泰城店),118.034457,36.850433,其他,餐饮,深夜,4.26
2024-02-02,大理寺过桥米线麻辣烫(银泰城店),118.034457,36.850433,其他,餐饮,傍晚,6.58
2024-02-02,淄博张店东方双语学校,118.001771,36.799963,其他,学校,深夜,5.33
2024-02-02,张店区第二人民医院24小时急救,118.026441,36.803357,其他,医院,凌晨,3.55
2024-02-02,淄博高新区文体公园,118.07024,36.840741,其他,公园,深夜,5.33
2024-02-02,淄博高新区文体公园,118.07024,36.840741,其他,公园,中午,5.12
2024-02-02,栖真观,118.013277,36.138917,其他,旅游景点,晚上,3.58
2024-02-02,金山镇文体公园,118.244215,36.735747,其他,公园,中午,7.47
2024-02-02,惠仟佳,118.087429,36.959942,其他,商场,深夜,5.88
2024-02-02,惠仟佳,118.087429,36.959942,其他,商场,中午,5.24
2024-02-02,云景轩酒店,118.178571,36.206609,其他,餐饮,上午,4.86
2024-02-02,云景轩酒店,118.178571,36.206609,其他,餐饮,晚上,3.99
2024-02-02,老车家烧烤,117.971224,36.628883,其他,餐饮,凌晨,3.7
2024-02-02,老车家烧烤,117.971224,36.628883,其他,餐饮,傍晚,6.42
2024-02-02,崔家烤羊(中润·华侨城店),118.027231,36.841427,其他,餐饮,上午,6.48
2024-02-02,山格洞中韩料理餐厅,117.845718,36.80366,其他,餐饮,晚上,3.53
2024-02-02,山格洞中韩料理餐厅,117.845718,36.80366,其他,餐饮,傍晚,6.63
2024-02-02,南营公园,118.068447,36.845105,其他,公园,中午,5.46
2024-02-02,民族园,117.846969,36.816491,其他,公园,傍晚,5.92
2024-02-02,鼎冠鑫星台球俱乐部,118.04784,36.806456,其他,体育场馆,晚上,4.77
2024-02-02,鼎冠鑫星台球俱乐部,118.04784,36.806456,其他,体育场馆,深夜,4.04
2024-02-02,自贸免税商城(建设中),118.055953,36.845954,其他,商场,中午,6.33
2024-02-02,宝德商场,117.909726,37.038757,其他,商场,下午,4.71
2024-02-02,朱台中心卫生院,118.257061,36.940575,其他,医院,深夜,4.15
2024-02-02,朱台中心卫生院,118.257061,36.940575,其他,医院,晚上,5.82
2024-02-02,桉树披萨(淄川店),117.976008,36.644428,其他,餐饮,傍晚,5.03
2024-02-02,桉树披萨(淄川店),117.976008,36.644428,其他,餐饮,凌晨,4.55
2024-02-02,半天妖烤鱼(淄博沂源义乌新天地店),118.186794,36.192584,其他,餐饮,下午,6.03
2024-02-02,半天妖烤鱼(淄博沂源义乌新天地店),118.186794,36.192584,其他,餐饮,上午,6.91
2024-02-02,淄博市张店区实验中学,118.025832,36.799455,其他,学校,深夜,4.77
2024-02-02,淄博市张店区实验中学,118.025832,36.799455,其他,学校,凌晨,4.72
2024-02-02,瀑布,117.902384,36.416951,其他,旅游景点,下午,4.73
2024-02-02,老华盛商场,117.830529,37.168815,其他,商场,中午,4.66
2024-02-02,淄博市中医医院东院区,117.934679,36.802417,其他,医院,晚上,4.98
2024-02-02,大张商贸城,118.225645,36.823116,其他,商场,下午,7.18
2024-02-02,大张商贸城,118.225645,36.823116,其他,商场,上午,5.95
2024-02-02,太公湖国家水利风景区,118.363994,36.80938,其他,旅游景点,下午,7.21
2024-02-02,淄博沂源南鲁山风景区,118.073872,36.272734,其他,旅游景点,下午,6.64
2024-02-02,淄博大众医院,118.04198,36.798201,其他,医院,深夜,5.9
2024-02-02,信誉楼百货(桓台店),118.09803,36.94643,其他,商场,上午,5.65
2024-02-02,桉树披萨(福门商城店),117.859109,36.496209,其他,餐饮,中午,6.02
2024-02-02,桉树披萨(福门商城店),117.859109,36.496209,其他,餐饮,上午,6.6
2024-02-02,良乡体育运动公园,118.073226,36.777487,其他,公园,凌晨,4.22
2024-02-02,良乡体育运动公园,118.073226,36.777487,其他,公园,下午,5.81
2024-02-02,李家疃明清建筑群,117.699341,36.661727,其他,旅游景点,凌晨,4.04
2024-02-02,桓台县跷脚烧烤店,118.067602,36.917548,其他,餐饮,上午,5.01
2024-02-02,桓台县跷脚烧烤店,118.067602,36.917548,其他,餐饮,深夜,3.17
2024-02-02,淄博市体育中心,117.986362,36.813229,其他,体育场馆,下午,6.32
2024-02-02,鲁中义乌国际商贸城,118.185521,36.192096,其他,商场,凌晨,3.73
2024-02-02,鲁中义乌国际商贸城,118.185521,36.192096,其他,商场,傍晚,4.97
2024-02-02,华岩寺,117.842443,36.613711,其他,旅游景点,中午,6.55
2024-02-02,华岩寺,117.842443,36.613711,其他,旅游景点,傍晚,4.86
2024-02-02,淄博化建医院,118.233028,36.735297,其他,医院,中午,5.39
2024-02-02,高新区四宝山卫生院,118.099801,36.821775,其他,医院,凌晨,2.53
2024-02-02,美瑞口腔,118.05072,36.808419,其他,公园,凌晨,6.35
2024-02-02,美瑞口腔,118.05072,36.808419,其他,公园,上午,5.79
2024-02-02,淄博昌国医院,118.027805,36.784536,其他,医院,下午,5.49
2024-02-02,谈小娱24h自助台球(水晶街店),118.005781,36.81618,其他,体育场馆,深夜,4.94
2024-02-02,谈小娱24h自助台球(水晶街店),118.005781,36.81618,其他,体育场馆,上午,7.36
2024-02-02,山东省淄博第十八中学,118.055517,36.818262,其他,学校,凌晨,3.86
2024-02-02,天乙篮球公园,118.003703,36.85128,其他,体育场馆,晚上,5.39
2024-02-02,天乙篮球公园,118.003703,36.85128,其他,体育场馆,下午,4.31
2024-02-02,上地广场,118.295909,36.813781,其他,商场,晚上,5.09
2024-02-02,凡尔赛篮球运动中心,118.051511,36.854882,其他,体育场馆,下午,6.48
2024-02-02,凡尔赛篮球运动中心,118.051511,36.854882,其他,体育场馆,晚上,4.96
2024-02-02,中共沂源县委旧址,118.258301,36.196757,其他,旅游景点,中午,5.41
2024-02-02,中共沂源县委旧址,118.258301,36.196757,其他,旅游景点,下午,4.87
2024-02-02,淄博诺锋医院(骨科医院),118.035342,36.801729,其他,医院,凌晨,2.87
2024-02-02,淄博张店圣诺医院,118.042855,36.813897,其他,医院,傍晚,4.57
2024-02-02,淄博公园,117.977602,36.785251,其他,公园,下午,4.74
2024-02-03,金城商厦(巴黎假日·步行街店),117.853002,36.797435,其他,商场,下午,6.81
2024-02-03,国良烧烤,117.903396,37.04802,其他,餐饮,晚上,5.63
2024-02-03,文昌湖公园,117.870499,36.711934,其他,公园,下午,7.75
2024-02-03,文昌湖公园,117.870499,36.711934,其他,公园,傍晚,7.21
2024-02-03,淄博矿业集团公司双山医院,117.853711,36.498469,其他,医院,深夜,5.01
2024-02-03,淄博矿业集团公司双山医院,117.853711,36.498469,其他,医院,中午,5.79
2024-02-03,四季青医院西院区,117.972697,36.835747,其他,医院,凌晨,5.94
2024-02-03,华齐私教健身中心(华侨店),117.992958,36.819546,其他,体育场馆,傍晚,6.99
2024-02-03,华齐私教健身中心(华侨店),117.992958,36.819546,其他,体育场馆,上午,5.81
2024-02-03,海梦圆酒楼,117.845917,36.496655,其他,餐饮,上午,7.18
2024-02-03,海梦圆酒楼,117.845917,36.496655,其他,餐饮,中午,4.68
2024-02-03,大张商贸城,118.225645,36.823116,其他,商场,深夜,3.6
2024-02-03,鲁泰文苑公园,117.994721,36.643395,其他,公园,上午,7.96
2024-02-03,鲁泰文苑公园,117.994721,36.643395,其他,公园,傍晚,6.1
2024-02-03,淄博人民公园,118.048798,36.810627,其他,公园,中午,8.55
2024-02-03,淄川区实验小学南校区,117.964219,36.625985,其他,学校,深夜,4.2
2024-02-03,淄川区实验小学南校区,117.964219,36.625985,其他,学校,傍晚,5.63
2024-02-03,吉祥福第蚂蚱鸡,118.016031,36.848831,其他,餐饮,傍晚,7.61
2024-02-03,吉祥福第蚂蚱鸡,118.016031,36.848831,其他,餐饮,下午,8.75
2024-02-03,蟠龙山道观,118.142951,36.874787,其他,旅游景点,上午,5.8
2024-02-03,玉黛湖·中国淄博花灯艺术节,118.148659,36.804574,其他,文化场馆,中午,5.12
2024-02-03,玉黛湖·中国淄博花灯艺术节,118.148659,36.804574,其他,文化场馆,深夜,5.94
2024-02-03,历山公园,118.153721,36.21082,其他,公园,上午,7.76
2024-02-03,历山公园,118.153721,36.21082,其他,公园,中午,6.67
2024-02-03,博山篮球运动中心,117.832791,36.514627,其他,体育场馆,凌晨,2.76
2024-02-03,盛华尚都广场,118.309909,36.811202,其他,商场,中午,5.69
2024-02-03,盛华尚都广场,118.309909,36.811202,其他,商场,深夜,6.0
2024-02-03,观音庙,118.054502,36.618347,其他,旅游景点,上午,7.35
2024-02-03,高青县中心路小学,117.835773,37.157631,其他,学校,傍晚,6.83
2024-02-03,高青县中心路小学,117.835773,37.157631,其他,学校,上午,7.61
2024-02-03,李家疃明清建筑群,117.699341,36.661727,其他,旅游景点,晚上,5.43
2024-02-03,张店区重庆路中学,118.008215,36.844799,其他,文化场馆,下午,5.54
2024-02-03,张店区重庆路中学,118.008215,36.844799,其他,文化场馆,晚上,4.68
2024-02-03,方和茂,118.300029,36.81432,其他,商场,中午,6.33
2024-02-03,佳惠生活超市,117.853524,36.795434,其他,商场,下午,4.94
2024-02-03,汇泉桃花岛,117.933869,36.117701,其他,旅游景点,凌晨,3.4
2024-02-03,汇泉桃花岛,117.933869,36.117701,其他,旅游景点,深夜,4.71
2024-02-03,顺河羊肉馆,118.226861,36.20498,其他,餐饮,下午,7.68
2024-02-03,淄博东方双语学校,118.071636,36.808338,其他,学校,傍晚,6.71
2024-02-03,淄博东方双语学校,118.071636,36.808338,其他,学校,下午,5.68
2024-02-03,沐羽高端羽毛球俱乐部,118.058909,36.878093,其他,体育场馆,傍晚,8.27
2024-02-03,沐羽高端羽毛球俱乐部,118.058909,36.878093,其他,体育场馆,中午,5.25
2024-02-03,凤凰山广场,117.832022,36.741644,其他,公园,深夜,4.59
2024-02-03,利群购物中心(桓公路店),118.301688,36.81396,其他,商场,深夜,6.2
2024-02-03,利群购物中心(桓公路店),118.301688,36.81396,其他,商场,中午,5.07
2024-02-03,淄博市中西医结合医院体检,118.058868,36.79356,其他,医院,凌晨,3.43
2024-02-03,临淄区淄江中学,118.345542,36.812707,其他,学校,中午,7.22
2024-02-03,临淄区淄江中学,118.345542,36.812707,其他,学校,下午,8.39
2024-02-03,淄博市张店区第十二中学,118.114856,36.790903,其他,学校,深夜,4.73
2024-02-03,淄博市张店区第十二中学,118.114856,36.790903,其他,学校,下午,7.77
2024-02-03,淄博国际会展中心,117.996092,36.790779,其他,文化场馆,中午,7.58
2024-02-03,半天妖烤鱼(淄博沂源义乌新天地店),118.186794,36.192584,其他,餐饮,深夜,3.87
2024-02-03,半天妖烤鱼(淄博沂源义乌新天地店),118.186794,36.192584,其他,餐饮,上午,7.36
2024-02-03,花山公园,118.11949,36.824708,其他,旅游景点,深夜,5.84
2024-02-03,花山公园,118.11949,36.824708,其他,旅游景点,傍晚,4.98
2024-02-03,易达广场,117.837451,36.497742,其他,商场,晚上,6.72
2024-02-03,圣得利(巴黎假日·步行街店),117.852682,36.798157,其他,餐饮,上午,6.54
2024-02-03,圣得利(巴黎假日·步行街店),117.852682,36.798157,其他,餐饮,傍晚,7.09
2024-02-03,宝德商场,117.909726,37.038757,其他,商场,晚上,4.77
2024-02-03,宝德商场,117.909726,37.038757,其他,商场,下午,6.08
2024-02-03,谈小娱24h自助台球(水晶街店),118.005781,36.81618,其他,体育场馆,中午,4.66
2024-02-03,谈小娱24h自助台球(水晶街店),118.005781,36.81618,其他,体育场馆,傍晚,6.83
2024-02-03,星牌台球俱乐部,118.072495,36.815271,其他,体育场馆,傍晚,6.58
2024-02-03,星牌台球俱乐部,118.072495,36.815271,其他,体育场馆,凌晨,5.09
2024-02-03,桓台县实验中学,118.103854,36.964247,其他,学校,深夜,4.42
2024-02-03,淄博天齐渊公园,118.336561,36.795289,其他,公园,深夜,4.13
2024-02-03,淄博天齐渊公园,118.336561,36.795289,其他,公园,中午,5.91
2024-02-03,十六台球器材,118.284746,36.814537,其他,体育场馆,中午,4.66
2024-02-03,十六台球器材,118.284746,36.814537,其他,体育场馆,傍晚,5.75
2024-02-03,淄博星空台球(水晶街店),118.003627,36.816338,其他,体育场馆,晚上,5.49
2024-02-03,桓台县文化体育中心,118.082319,36.946522,其他,体育场馆,下午,7.95
2024-02-03,桓台县文化体育中心,118.082319,36.946522,其他,体育场馆,晚上,4.71
2024-02-03,淄博职业技术大学西校区,117.92047,36.836555,其他,学校,下午,4.94
2024-02-03,峨庄国家森林公园,118.150576,36.503571,其他,公园,下午,5.47
2024-02-03,峨庄国家森林公园,118.150576,36.503571,其他,公园,中午,5.15
2024-02-03,淄博市中医医院老院区,117.850347,36.801442,其他,医院,下午,6.24
2024-02-03,淄博动物园-东北虎园区,118.149612,36.808627,其他,公园,下午,4.97
2024-02-03,淄博动物园-东北虎园区,118.149612,36.808627,其他,公园,傍晚,6.99
2024-02-03,牛郎庙,118.263788,36.103233,其他,旅游景点,傍晚,6.82
2024-02-03,牛郎庙,118.263788,36.103233,其他,旅游景点,深夜,6.19
2024-02-03,幸运咖(周村店),117.852673,36.80738,其他,餐饮,晚上,4.14
2024-02-03,张店区体育馆,118.036155,36.796165,其他,体育场馆,上午,7.14
2024-02-03,张店区体育馆,118.036155,36.796165,其他,体育场馆,下午,4.92
2024-02-03,淄博师专附属小学,117.981028,36.644906,其他,学校,上午,6.54
2024-02-03,淄博师专附属小学,117.981028,36.644906,其他,学校,凌晨,4.75
2024-02-03,淄博丽人医院,118.047595,36.820418,其他,医院,下午,4.9
2024-02-03,淄博高新区第三小学,118.032424,36.868789,其他,学校,晚上,6.52
2024-02-03,山格洞中韩料理餐厅,117.845718,36.80366,其他,餐饮,上午,7.1
2024-02-03,新疆伊犁河餐厅清真,118.099088,36.973599,其他,餐饮,凌晨,4.9
2024-02-03,新疆伊犁河餐厅清真,118.099088,36.973599,其他,餐饮,下午,8.61
2024-02-03,荣耀广场,117.9893,36.829735,其他,公园,晚上,4.05
2024-02-03,活力广场,118.063957,36.867657,其他,公园,中午,5.72
2024-02-03,活力广场,118.063957,36.867657,其他,公园,凌晨,6.75
2024-02-03,遄台老店骏阳凉皮,118.318082,36.817242,其他,餐饮,晚上,5.97
2024-02-03,遄台老店骏阳凉皮,118.318082,36.817242,其他,餐饮,上午,7.44
2024-02-03,淄博商厦周村家电广场,117.857922,36.807819,其他,商场,晚上,5.74
2024-02-03,东大医院,118.070965,36.799474,其他,医院,凌晨,3.53
2024-02-03,联通路169号红星欧丽洛雅商场,118.010594,36.829104,其他,商场,中午,4.4
2024-02-03,联通路169号红星欧丽洛雅商场,118.010594,36.829104,其他,商场,晚上,4.45
2024-02-03,淄博高新区实验小学,118.060463,36.831419,其他,学校,凌晨,2.7
2024-02-03,刘煜拳击馆,117.987399,36.814711,其他,体育场馆,晚上,5.21
2024-02-03,刘煜拳击馆,117.987399,36.814711,其他,体育场馆,中午,6.2
2024-02-03,高新区四宝山卫生院,118.099801,36.821775,其他,医院,傍晚,7.42
2024-02-03,沂源振华实验学校,118.182272,36.210307,其他,文化场馆,深夜,5.38
2024-02-04,杨寨中心小学,117.98536,36.71675,其他,学校,下午,5.24
2024-02-04,梓橦山滑雪场,118.028732,36.666134,其他,体育场馆,凌晨,2.44
2024-02-04,梓橦山滑雪场,118.028732,36.666134,其他,体育场馆,晚上,5.98
2024-02-04,果里医院,118.078742,36.903025,其他,医院,晚上,5.62
2024-02-04,高青县实验中学,117.819735,37.165726,其他,学校,中午,4.14
2024-02-04,淄博陶瓷琉璃国艺馆,117.986224,36.826285,其他,文化场馆,傍晚,6.01
2024-02-04,玻璃桥广场,118.215201,36.498281,其他,公园,中午,4.97
2024-02-04,野香蕉团课健身,118.078014,36.816783,其他,体育场馆,下午,8.85
2024-02-04,野香蕉团课健身,118.078014,36.816783,其他,体育场馆,晚上,4.56
2024-02-04,淄博市市级机关医院,118.055697,36.811686,其他,医院,下午,7.82
2024-02-04,玉兰广场,117.965491,36.80035,其他,公园,上午,5.46
2024-02-04,南定小学,118.052121,36.741479,其他,学校,中午,6.75
2024-02-04,南定小学,118.052121,36.741479,其他,学校,上午,5.64
2024-02-04,临淄中国古车博物馆,118.387478,36.83655,其他,文化场馆,下午,6.4
2024-02-04,茂业百货(泰客荣店),118.302802,36.813754,其他,商场,傍晚,5.78
2024-02-04,广凯久久鸭脖王,118.103084,36.960928,其他,餐饮,深夜,5.56
2024-02-04,广凯久久鸭脖王,118.103084,36.960928,其他,餐饮,下午,7.35
2024-02-04,淄博市中西医结合医院体检,118.058868,36.79356,其他,医院,中午,6.14
2024-02-04,淄博市中西医结合医院体检,118.058868,36.79356,其他,医院,上午,6.78
2024-02-04,张氏蛤蜊鸡(总店),117.863549,36.805103,其他,餐饮,下午,4.26
2024-02-04,安源蛋糕,118.166964,36.18527,其他,餐饮,深夜,5.34
2024-02-04,峨庄瀑布群风景区,118.190568,36.438902,其他,旅游景点,傍晚,5.68
2024-02-04,峨庄瀑布群风景区,118.190568,36.438902,其他,旅游景点,凌晨,4.34
2024-02-04,威斯曼健身搏击俱乐部(百脑汇店),118.048142,36.802401,其他,体育场馆,下午,6.77
2024-02-04,张店区中医院康复楼,118.052783,36.800109,其他,医院,上午,6.7
